zone,timestamp,gesture_pred,ground_truth,case_id,pos_x,pos_y
1,1764351430.2267158,PALM,PALM,2,2032,1379
1,1764351430.7319028,PALM,PALM,2,1966,1425
1,1764351431.2374115,PALM,PALM,2,1992,1432
1,1764351431.745661,PALM,PALM,2,2023,1472
1,1764351432.2537868,PALM,PALM,2,2104,1501
1,1764351432.7551348,PALM,PALM,2,2064,1513
1,1764351433.269993,PALM,PALM,2,1938,1433
1,1764351433.7814846,PALM,PALM,2,1832,1373
1,1764351435.2350154,PALM,FIST,4,1754,1393
1,1764351435.74567,PALM,FIST,4,1776,1351
1,1764351436.266978,FIST,FIST,3,1776,1333
1,1764351436.7709677,FIST,FIST,3,1784,1323
1,1764351437.2772467,FIST,FIST,3,1794,1327
1,1764351437.79367,FIST,FIST,3,1785,1334
1,1764351438.307332,FIST,FIST,3,1846,1340
1,1764351438.8235915,FIST,FIST,3,1874,1331
1,1764351439.326523,FIST,FIST,3,1868,1296
1,1764351439.8441489,FIST,FIST,3,1841,1270
1,1764351440.3446834,FIST,FIST,3,1850,1256
1,1764351440.8531156,FIST,FIST,3,1881,1287
1,1764351441.3757675,FIST,FIST,3,1901,1347
1,1764351441.8794606,FIST,FIST,3,1912,1368
1,1764351442.3819466,FIST,FIST,3,1918,1398
1,1764351442.8902788,FIST,FIST,3,1942,1416
1,1764351443.3962328,FIST,FIST,3,1954,1421
1,1764351443.9018703,FIST,FIST,3,1977,1425
1,1764351444.403647,FIST,FIST,3,1965,1423
1,1764351444.9238288,FIST,FIST,3,2023,1436
1,1764351445.4413607,FIST,FIST,3,2031,1450
1,1764351445.9561212,,FIST,6,,
1,1764351446.4577248,,FIST,6,,
1,1764351446.9674819,,FIST,6,,
1,1764351447.475143,,FIST,6,,
1,1764351447.9843478,,FIST,6,,
1,1764351448.4982111,,FIST,6,,
1,1764351449.0104947,,FIST,6,,
1,1764351451.687777,,PALM,5,,
1,1764351452.679111,,PALM,5,,
1,1764351453.199102,,PALM,5,,
1,1764351453.7070146,PALM,PALM,2,1983,1482
1,1764351454.220006,PALM,PALM,2,1966,1483
1,1764351454.7318003,PALM,PALM,2,1974,1481
1,1764351455.247988,PALM,PALM,2,1977,1468
1,1764351455.755804,PALM,PALM,2,2011,1437
1,1764351456.260795,PALM,PALM,2,1981,1454
1,1764351456.7631993,PALM,PALM,2,1990,1460
1,1764351457.266193,PALM,PALM,2,2028,1475
1,1764351457.78172,PALM,PALM,2,2014,1495
1,1764351458.288881,PALM,PALM,2,2099,1535
2,1764351474.9373906,PALM,PALM,2,1379,1350
2,1764351475.447992,PALM,PALM,2,1383,1321
2,1764351475.96431,PALM,PALM,2,1374,1318
2,1764351476.474539,PALM,PALM,2,1379,1322
2,1764351476.9934344,PALM,PALM,2,1383,1317
2,1764351477.5028121,PALM,PALM,2,1390,1327
2,1764351478.0291915,PALM,PALM,2,1383,1330
2,1764351478.5542934,PALM,PALM,2,1389,1320
2,1764351479.0631332,PALM,PALM,2,1293,1285
2,1764351479.591833,PALM,PALM,2,1256,1269
2,1764351480.0997744,PALM,PALM,2,1215,1220
2,1764351480.6027353,PALM,PALM,2,1202,1214
2,1764351481.1402442,PALM,PALM,2,1250,1211
2,1764351481.6613712,PALM,PALM,2,1403,1216
2,1764351482.1684093,PALM,PALM,2,1452,1239
2,1764351482.6845133,PALM,PALM,2,1506,1251
2,1764351483.1921158,PALM,PALM,2,1541,1287
2,1764351483.7101557,PALM,PALM,2,1523,1317
2,1764351484.212011,PALM,PALM,2,1527,1342
